,actionTimes,actions,clickTimes,clicks,condition,delays,infoCost,minTime,path,rt,score,time_elapsed,trialID,trialIndex,trial_type,worker_id,assignment_id,pid,feedback
516,"[12333, 85683, 87853]","[u'right', u'right', u'up']","[2671, 3164, 4007, 4512, 5328, 5828, 6407, 7751, 8803, 9579, 10158]","[u'4', u'3', u'2', u'5', u'9', u'17', u'16', u'7', u'6', u'10', u'11']",2.0,"[51, 0, 0]",1.6,45.0,"[1, 2, 6, 10]","[12333, 2188, 4]",16.4,962755,3.0,7.0,graph,A9VLWY4KW6OCB,3UNH76FOCS54URW38JGYZ63HSRMYMI,30,True
517,"[8755, 81401, 83598]","[u'down', u'down', u'right']","[861, 1335, 1817, 2272, 2980, 3553, 4161, 5880, 6458, 6975]","[u'4', u'3', u'2', u'5', u'8', u'14', u'15', u'9', u'16', u'17']",2.0,"[44, 0, 0]",1.6,45.0,"[1, 5, 9, 17]","[8755, 9954, 3]",26.0,1088559,4.0,8.0,graph,A9VLWY4KW6OCB,3UNH76FOCS54URW38JGYZ63HSRMYMI,30,True
527,"[25740, 43317, 46660]","[u'down', u'down', u'right']","[10666, 13375, 15700, 17852, 18868, 21516, 24566]","[u'2', u'5', u'3', u'7', u'9', u'17', u'16']",2.0,"[13, 0, 0]",1.6,45.0,"[1, 5, 9, 17]","[25740, 1542, 2546]",-1.2,498285,0.0,1.0,graph,AADDOP3FHMAV1,3TVSS0C0E104IHRN2FZM0NDTBRIWTI,31,True
528,"[31556, 45349, 48752]","[u'left', u'left', u'down']","[13388, 22489, 25437, 26865, 28429, 29927, 42339, 43380]","[u'3', u'2', u'5', u'4', u'7', u'8', u'14', u'15']",2.0,"[6, 2, 0]",1.6,45.0,"[1, 4, 8, 15]","[31556, 4887, 464]",15.2,574058,6.0,2.0,graph,AADDOP3FHMAV1,3TVSS0C0E104IHRN2FZM0NDTBRIWTI,31,True
529,"[7348, 21521, 25897]","[u'up', u'up', u'right']","[3057, 4305, 5706, 6380, 14526, 17593, 18293]","[u'2', u'3', u'5', u'4', u'7', u'13', u'12']",2.0,"[4, 3, 0]",1.6,45.0,"[1, 3, 7, 13]","[7348, 7879, 320]",9.8,637002,1.0,3.0,graph,AADDOP3FHMAV1,3TVSS0C0E104IHRN2FZM0NDTBRIWTI,31,True
530,"[23377, 74256, 75374]","[u'left', u'left', u'up']","[8900, 10161, 13268, 14632, 16858, 17907, 19164, 20822]","[u'2', u'4', u'5', u'15', u'14', u'8', u'3', u'7']",2.0,"[43, 0, 0]",1.6,45.0,"[1, 4, 8, 14]","[23377, 5013, 287]",21.2,786415,5.0,4.0,graph,AADDOP3FHMAV1,3TVSS0C0E104IHRN2FZM0NDTBRIWTI,31,True
531,"[22121, 70461, 71503]","[u'down', u'down', u'right']","[14310, 15142, 15697, 16199, 17024, 17609, 18169, 19361, 19994, 20746]","[u'2', u'3', u'4', u'5', u'8', u'14', u'15', u'9', u'16', u'17']",2.0,"[41, 0, 0]",1.6,45.0,"[1, 5, 9, 17]","[22121, 3588, 255]",26.0,920970,4.0,5.0,graph,AADDOP3FHMAV1,3TVSS0C0E104IHRN2FZM0NDTBRIWTI,31,True
532,"[12656, 66709, 68780]","[u'right', u'right', u'up']","[2233, 2909, 4010, 4702, 5618, 6663, 7230, 7976, 9362, 10224, 11223]","[u'2', u'3', u'4', u'5', u'9', u'8', u'14', u'15', u'6', u'10', u'11']",2.0,"[45, 0, 0]",1.6,45.0,"[1, 2, 6, 10]","[12656, 4983, 1275]",16.4,1041150,2.0,6.0,graph,AADDOP3FHMAV1,3TVSS0C0E104IHRN2FZM0NDTBRIWTI,31,True
533,"[32173, 48878, 49731]","[u'right', u'right', u'up']","[29176, 29911, 30509]","[u'2', u'6', u'10']",2.0,"[4, 0, 0]",1.6,45.0,"[1, 2, 6, 10]","[32173, 10569, 1]",29.2,1107382,3.0,7.0,graph,AADDOP3FHMAV1,3TVSS0C0E104IHRN2FZM0NDTBRIWTI,31,True
534,"[7723, 31455, 32293]","[u'right', u'right', u'up']","[1225, 2194, 3072, 3719, 4543, 5071, 5935]","[u'3', u'4', u'5', u'2', u'6', u'10', u'11']",2.0,"[14, 0, 0]",1.6,45.0,"[1, 2, 6, 10]","[7723, 6594, 2]",10.8,1187292,7.0,8.0,graph,AADDOP3FHMAV1,3TVSS0C0E104IHRN2FZM0NDTBRIWTI,31,True
542,"[4883, 13176, 19015]","[u'right', u'right', u'up']",[15633],[u'10'],1.0,"[5, 0, 0]",1.6,45.0,"[1, 2, 6, 10]","[4882, 1999, 4926]",20.4,444310,4.0,1.0,graph,AHPOUVK6YUTK1,3JJVG1YBEBXA9CIM6SLSATUULNEB5Q,32,True
543,"[10042, 40065, 43267]","[u'left', u'left', u'up']","[3088, 5442, 8976]","[u'15', u'14', u'4']",1.0,"[26, 0, 0]",1.6,45.0,"[1, 4, 8, 14]","[10041, 1696, 2282]",29.2,520166,5.0,2.0,graph,AHPOUVK6YUTK1,3JJVG1YBEBXA9CIM6SLSATUULNEB5Q,32,True
544,"[19563, 84066, 88074]","[u'right', u'right', u'up']","[1864, 3776, 5996, 7521, 10402, 12763, 14323, 17576, 86977]","[u'2', u'11', u'5', u'16', u'4', u'14', u'3', u'17', u'10']",1.0,"[39, 0, 0]",1.6,45.0,"[1, 2, 6, 10]","[19562, 21697, 3044]",19.6,612655,2.0,3.0,graph,AHPOUVK6YUTK1,3JJVG1YBEBXA9CIM6SLSATUULNEB5Q,32,True
545,"[12608, 57905, 60600]","[u'down', u'down', u'left']","[4394, 6125, 8270, 9705, 11072]","[u'12', u'13', u'15', u'14', u'16']",1.0,"[40, 0, 0]",1.6,45.0,"[1, 5, 9, 16]","[12607, 2414, 1771]",38.0,701648,1.0,4.0,graph,AHPOUVK6YUTK1,3JJVG1YBEBXA9CIM6SLSATUULNEB5Q,32,True
546,"[20712, 96646, 101601]","[u'left', u'left', u'up']","[2060, 3462, 5803, 7002, 8090, 10220, 12016, 16663, 17833, 19892]","[u'10', u'11', u'17', u'16', u'15', u'4', u'14', u'13', u'3', u'12']",1.0,"[70, 0, 0]",1.6,45.0,"[1, 4, 8, 14]","[20711, 2595, 3347]",24.0,825532,0.0,5.0,graph,AHPOUVK6YUTK1,3JJVG1YBEBXA9CIM6SLSATUULNEB5Q,32,True
547,"[18216, 66556, 68519]","[u'left', u'left', u'up']","[2438, 4311, 7091, 8241, 9404, 12575, 14467, 16251, 63448]","[u'5', u'2', u'3', u'4', u'10', u'11', u'15', u'14', u'8']",1.0,"[27, 1, 0]",1.6,45.0,"[1, 4, 8, 14]","[18215, 17123, 993]",3.6,912122,7.0,6.0,graph,AHPOUVK6YUTK1,3JJVG1YBEBXA9CIM6SLSATUULNEB5Q,32,True
548,"[4354, 35584, 43829]","[u'up', u'up', u'right']","[38086, 39573]","[u'13', u'12']",1.0,"[5, 0, 0]",1.6,45.0,"[1, 3, 7, 13]","[4353, 24999, 7277]",1.8,966451,3.0,7.0,graph,AHPOUVK6YUTK1,3JJVG1YBEBXA9CIM6SLSATUULNEB5Q,32,True
549,"[6194, 35583, 41838]","[u'left', u'left', u'down']","[1830, 3122, 4835, 39003, 40269]","[u'11', u'2', u'4', u'14', u'15']",1.0,"[18, 0, 0]",1.6,45.0,"[1, 4, 8, 15]","[6194, 9230, 5213]",20.0,1033928,6.0,8.0,graph,AHPOUVK6YUTK1,3JJVG1YBEBXA9CIM6SLSATUULNEB5Q,32,True
555,"[25520, 56910, 59066]","[u'right', u'right', u'up']","[11943, 12568, 13161, 15583, 20302, 22115, 22800]","[u'3', u'2', u'5', u'4', u'6', u'10', u'11']",1.0,"[17, 0, 0]",1.6,45.0,"[1, 2, 6, 10]","[25520, 3060, 370]",10.8,301993,7.0,1.0,graph,AKZ8SFOAI4RZN,3S96KQ6I9M459BRWLKUW8ZO84BCDTQ,33,True
556,"[27109, 44362, 45750]","[u'right', u'right', u'up']","[2876, 3597, 4426, 5095, 6709, 7694, 8638, 9542, 14737, 15555, 16697, 17381, 18283, 19045, 20736, 21392]","[u'4', u'3', u'5', u'2', u'8', u'6', u'7', u'9', u'14', u'15', u'12', u'13', u'10', u'11', u'17', u'16']",1.0,"[None, 0, 0]",1.6,45.0,"[1, 2, 6, 10]","[27109, 1, 20]",8.4,372150,2.0,2.0,graph,AKZ8SFOAI4RZN,3S96KQ6I9M459BRWLKUW8ZO84BCDTQ,33,True
557,"[33071, 140572, 141915]","[u'right', u'right', u'up']","[2329, 2950, 3577, 4219, 6781, 7687, 8619, 10079, 10812, 12376, 13860, 14660, 15572, 17731, 18955, 23954]","[u'4', u'5', u'3', u'2', u'9', u'17', u'16', u'6', u'11', u'10', u'7', u'13', u'12', u'8', u'15', u'14']",1.0,"[79, 0, 0]",1.6,45.0,"[1, 2, 6, 10]","[33071, 13521, 2]",8.4,522862,3.0,3.0,graph,AKZ8SFOAI4RZN,3S96KQ6I9M459BRWLKUW8ZO84BCDTQ,33,True
558,"[11216, 68213, 69989]","[u'down', u'down', u'right']","[907, 1866, 2341, 3014, 3705, 4201, 4882, 6771, 7826, 9138]","[u'2', u'4', u'3', u'5', u'8', u'15', u'14', u'9', u'17', u'16']",1.0,"[37, 0, 0]",1.6,45.0,"[1, 5, 9, 17]","[11216, 7059, 2]",26.0,624572,4.0,4.0,graph,AKZ8SFOAI4RZN,3S96KQ6I9M459BRWLKUW8ZO84BCDTQ,33,True
559,"[26430, 99848, 101543]","[u'left', u'left', u'up']","[1180, 2119, 2946, 4593, 5940, 6650, 7337, 7786, 10956, 11797, 17134, 18028]","[u'5', u'9', u'4', u'8', u'3', u'7', u'2', u'6', u'11', u'10', u'15', u'14']",1.0,"[43, 0, 0]",1.6,45.0,"[1, 4, 8, 14]","[26429, 13371, 1]",14.8,732793,5.0,5.0,graph,AKZ8SFOAI4RZN,3S96KQ6I9M459BRWLKUW8ZO84BCDTQ,33,True
560,"[19206, 80641, 82386]","[u'down', u'down', u'left']","[7629, 8408, 9207, 9881, 10851, 12728, 13328, 14877, 15841, 16534]","[u'4', u'2', u'3', u'5', u'7', u'12', u'13', u'9', u'17', u'16']",1.0,"[41, 0, 0]",1.6,45.0,"[1, 5, 9, 16]","[19206, 6987, 1]",30.0,884608,1.0,6.0,graph,AKZ8SFOAI4RZN,3S96KQ6I9M459BRWLKUW8ZO84BCDTQ,33,True
561,"[21059, 35121, 36786]","[u'up', u'up', u'left']","[1374, 2052, 2709, 3341, 6058, 7326, 10326, 11108, 13565, 15137, 17782]","[u'4', u'3', u'2', u'5', u'8', u'7', u'14', u'15', u'12', u'13', u'9']",1.0,"[None, 0, 0]",1.6,45.0,"[1, 3, 7, 12]","[21058, 1, 1]",19.4,960869,6.0,7.0,graph,AKZ8SFOAI4RZN,3S96KQ6I9M459BRWLKUW8ZO84BCDTQ,33,True
562,"[52466, 95377, 97091]","[u'left', u'left', u'down']","[35793, 36557, 37694, 38416, 40385, 41166, 42697, 43323, 46035, 47153, 48843]","[u'4', u'5', u'2', u'3', u'9', u'7', u'17', u'16', u'8', u'15', u'14']",1.0,"[25, 0, 0]",1.6,45.0,"[1, 4, 8, 15]","[52466, 3320, 12]",22.4,1063174,0.0,8.0,graph,AKZ8SFOAI4RZN,3S96KQ6I9M459BRWLKUW8ZO84BCDTQ,33,True
604,"[2060, 12986, 19514]","[u'right', u'right', u'down']",[],[],1.0,"[5, 0, 0]",1.6,45.0,"[1, 2, 6, 11]","[2059, 4769, 5610]",0.0,842725,3.0,1.0,graph,AMEX6UDG3WZWK,3ERET4BTVM9U32OSFVB2LCIMUD6K9A,34,True
605,"[1678, 9552, 14664]","[u'down', u'down', u'right']","[40860, 42411]","[u'8', u'4']",1.0,"[5, 0, 0]",1.6,45.0,"[1, 5, 9, 17]","[1677, 1739, 4215]",-1.2,896998,7.0,2.0,graph,AMEX6UDG3WZWK,3ERET4BTVM9U32OSFVB2LCIMUD6K9A,34,True
606,"[535, 5343, 9032]","[u'down', u'down', u'left']",[],[],1.0,"[1, 0, 0]",1.6,45.0,"[1, 5, 9, 16]","[534, 2948, 2733]",2.0,945542,6.0,3.0,graph,AMEX6UDG3WZWK,3ERET4BTVM9U32OSFVB2LCIMUD6K9A,34,True
607,"[542, 11295, 15887]","[u'right', u'right', u'up']",[],[],1.0,"[5, 0, 0]",1.6,45.0,"[1, 2, 6, 10]","[541, 4616, 3665]",6.0,997983,5.0,4.0,graph,AMEX6UDG3WZWK,3ERET4BTVM9U32OSFVB2LCIMUD6K9A,34,True
608,"[1929, 12250, 17505]","[u'right', u'right', u'up']",[15533],[u'11'],1.0,"[5, 0, 0]",1.6,45.0,"[1, 2, 6, 10]","[1929, 4140, 4359]",6.4,1052217,0.0,5.0,graph,AMEX6UDG3WZWK,3ERET4BTVM9U32OSFVB2LCIMUD6K9A,34,True
609,"[1999, 7912, 11176]","[u'up', u'up', u'right']","[547, 5491]","[u'3', u'12']",1.0,"[1, 1, 0]",1.6,45.0,"[1, 3, 7, 13]","[1999, 4406, 2198]",17.8,1110750,1.0,6.0,graph,AMEX6UDG3WZWK,3ERET4BTVM9U32OSFVB2LCIMUD6K9A,34,True
610,"[5419, 18285, 22380]","[u'down', u'down', u'right']","[903, 2566, 3336, 4278]","[u'5', u'3', u'2', u'4']",1.0,"[9, 0, 0]",1.6,45.0,"[1, 5, 9, 17]","[5418, 1290, 3120]",-2.4,1169224,2.0,7.0,graph,AMEX6UDG3WZWK,3ERET4BTVM9U32OSFVB2LCIMUD6K9A,34,True
611,"[728, 88105, 89473]","[u'left', u'left', u'down']",[],[],1.0,"[5, 0, 0]",1.6,45.0,"[1, 4, 8, 15]","[728, 81195, 420]",8.0,1262161,4.0,8.0,graph,AMEX6UDG3WZWK,3ERET4BTVM9U32OSFVB2LCIMUD6K9A,34,True
621,"[11994, 25707, 28435]","[u'right', u'right', u'down']","[2574, 6222]","[u'2', u'6']",1.0,"[10, 0, 0]",1.6,45.0,"[1, 2, 6, 11]","[11994, 916, 1555]",12.8,561119,6.0,1.0,graph,AV8YCU0R4D94I,3LRLIPTPEQ988LYX71P2H7T60VPKAQ,35,True
622,"[5805, 13129, 15184]","[u'right', u'right', u'up']",[],[],1.0,"[5, 0, 0]",1.6,45.0,"[1, 2, 6, 10]","[5805, 645, 851]",8.0,657852,0.0,2.0,graph,AV8YCU0R4D94I,3LRLIPTPEQ988LYX71P2H7T60VPKAQ,35,True
623,"[8663, 10930, 16730]","[u'up', u'up', u'left']",[5616],[u'3'],1.0,"[1, 0, 0]",1.6,45.0,"[1, 3, 7, 12]","[8662, 2, 4535]",19.4,751266,1.0,3.0,graph,AV8YCU0R4D94I,3LRLIPTPEQ988LYX71P2H7T60VPKAQ,35,True
624,"[8074, 16429, 18513]","[u'down', u'down', u'right']",[5933],[u'5'],1.0,"[3, 0, 0]",1.6,45.0,"[1, 5, 9, 17]","[8074, 3082, 850]",40.4,818040,4.0,4.0,graph,AV8YCU0R4D94I,3LRLIPTPEQ988LYX71P2H7T60VPKAQ,35,True
625,"[7257, 18705, 21513]","[u'up', u'up', u'right']","[4009, 5728]","[u'4', u'3']",1.0,"[8, 0, 0]",1.6,45.0,"[1, 3, 7, 13]","[7257, 538, 1542]",1.8,900946,3.0,5.0,graph,AV8YCU0R4D94I,3LRLIPTPEQ988LYX71P2H7T60VPKAQ,35,True
626,"[8018, 13063, 14545]","[u'left', u'left', u'up']",[5149],[u'4'],1.0,"[2, 0, 0]",1.6,45.0,"[1, 4, 8, 14]","[8018, 690, 257]",32.4,982015,5.0,6.0,graph,AV8YCU0R4D94I,3LRLIPTPEQ988LYX71P2H7T60VPKAQ,35,True
627,"[19086, 28816, 30055]","[u'right', u'right', u'up']","[4648, 8961, 13467, 16682]","[u'5', u'2', u'3', u'4']",1.0,"[5, 0, 0]",1.6,45.0,"[1, 2, 6, 10]","[19086, 468, 1]",15.6,1105599,7.0,7.0,graph,AV8YCU0R4D94I,3LRLIPTPEQ988LYX71P2H7T60VPKAQ,35,True
628,"[6658, 14495, 15728]","[u'down', u'down', u'right']",[4076],[u'5'],1.0,"[3, 0, 0]",1.6,45.0,"[1, 5, 9, 17]","[6658, 2531, 4]",2.4,1166844,2.0,8.0,graph,AV8YCU0R4D94I,3LRLIPTPEQ988LYX71P2H7T60VPKAQ,35,True
636,"[7288, 160848, 163051]","[u'right', u'right', u'down']",[83291],[u'6'],0.0,"[8, 0, 1]",1.6,45.0,"[1, 2, 6, 11]","[7286, 142727, 1]",8.4,380634,7.0,1.0,graph,AY8Q6SAWGFLGU,3YGXWBAF70HBNY6S6NYDGLUY3CJ4CL,36,True
637,"[9143, 31488, 50463]","[u'right', u'right', u'down']",[],[],0.0,"[8, 0, 1]",1.6,45.0,"[1, 2, 6, 11]","[9143, 11452, 17079]",16.0,443210,6.0,2.0,graph,AY8Q6SAWGFLGU,3YGXWBAF70HBNY6S6NYDGLUY3CJ4CL,36,True
638,"[3353, 21162, 37009]","[u'down', u'down', u'right']",[32964],[u'6'],0.0,"[8, 0, 1]",1.6,45.0,"[1, 5, 9, 17]","[3353, 6946, 13721]",2.4,504579,2.0,3.0,graph,AY8Q6SAWGFLGU,3YGXWBAF70HBNY6S6NYDGLUY3CJ4CL,36,True
639,"[1625, 20154, 22641]","[u'left', u'left', u'down']",[],[],0.0,"[8, 0, 1]",1.6,45.0,"[1, 4, 8, 15]","[1624, 7630, 512]",40.0,564795,0.0,4.0,graph,AY8Q6SAWGFLGU,3YGXWBAF70HBNY6S6NYDGLUY3CJ4CL,36,True
640,"[1336, 20337, 22291]","[u'up', u'up', u'right']",[],[],0.0,"[8, 0, 1]",1.6,45.0,"[1, 3, 7, 13]","[1335, 8114, 1]",13.0,626763,4.0,5.0,graph,AY8Q6SAWGFLGU,3YGXWBAF70HBNY6S6NYDGLUY3CJ4CL,36,True
641,"[904, 15393, 17299]","[u'left', u'left', u'up']",[],[],0.0,"[8, 0, 1]",1.6,45.0,"[1, 4, 8, 14]","[903, 3589, 1]",4.0,689258,3.0,6.0,graph,AY8Q6SAWGFLGU,3YGXWBAF70HBNY6S6NYDGLUY3CJ4CL,36,True
642,"[5578, 24017, 43161]","[u'up', u'up', u'right']",[],[],0.0,"[8, 0, 1]",1.6,45.0,"[1, 3, 7, 13]","[5577, 7517, 17106]",21.0,752281,1.0,7.0,graph,AY8Q6SAWGFLGU,3YGXWBAF70HBNY6S6NYDGLUY3CJ4CL,36,True
643,"[1839, 15026, 17801]","[u'left', u'left', u'up']",[],[],0.0,"[8, 0, 1]",1.6,45.0,"[1, 4, 8, 14]","[1838, 2297, 804]",34.0,816699,5.0,8.0,graph,AY8Q6SAWGFLGU,3YGXWBAF70HBNY6S6NYDGLUY3CJ4CL,36,True
661,"[5142, 16259, 20363]","[u'right', u'right', u'up']",[],[],0.0,"[8, 0, 1]",1.6,45.0,"[1, 2, 6, 10]","[5141, 801, 2673]",16.0,611966,6.0,1.0,graph,AYIFHDQSXQJ6B,3LUY3GC63Z0R0AXFDQIQ3XDFTXOP74,37,True
662,"[6936, 20197, 22338]","[u'down', u'down', u'right']",[],[],0.0,"[8, 0, 1]",1.6,45.0,"[1, 5, 9, 17]","[6936, 3296, 811]",10.0,670561,0.0,2.0,graph,AYIFHDQSXQJ6B,3LUY3GC63Z0R0AXFDQIQ3XDFTXOP74,37,True
663,"[16081, 28210, 30202]","[u'left', u'left', u'down']","[10131, 13759]","[u'14', u'15']",0.0,"[8, 0, 1]",1.6,45.0,"[1, 4, 8, 15]","[16080, 631, 743]",22.8,731363,3.0,3.0,graph,AYIFHDQSXQJ6B,3LUY3GC63Z0R0AXFDQIQ3XDFTXOP74,37,True
664,"[15511, 29133, 30946]","[u'left', u'left', u'up']","[4105, 5436, 6946, 7962, 9101, 10084, 11092, 12090]","[u'13', u'12', u'10', u'11', u'17', u'16', u'15', u'14']",0.0,"[8, 0, 1]",1.6,45.0,"[1, 4, 8, 14]","[15511, 557, 357]",5.2,790722,7.0,4.0,graph,AYIFHDQSXQJ6B,3LUY3GC63Z0R0AXFDQIQ3XDFTXOP74,37,True
665,"[4268, 17557, 19166]","[u'down', u'down', u'left']",[],[],0.0,"[8, 0, 1]",1.6,45.0,"[1, 5, 9, 16]","[4266, 3580, 189]",14.0,846955,4.0,5.0,graph,AYIFHDQSXQJ6B,3LUY3GC63Z0R0AXFDQIQ3XDFTXOP74,37,True
666,"[4616, 24044, 25619]","[u'right', u'right', u'down']","[17626, 18646]","[u'10', u'11']",0.0,"[8, 0, 1]",1.6,45.0,"[1, 2, 6, 11]","[4616, 9105, 5]",2.8,902788,5.0,6.0,graph,AYIFHDQSXQJ6B,3LUY3GC63Z0R0AXFDQIQ3XDFTXOP74,37,True
667,"[11538, 24051, 25480]","[u'down', u'down', u'left']","[3741, 5105, 6383, 8902]","[u'12', u'14', u'15', u'16']",0.0,"[8, 0, 1]",1.6,45.0,"[1, 5, 9, 16]","[11537, 497, 3]",39.6,967553,1.0,7.0,graph,AYIFHDQSXQJ6B,3LUY3GC63Z0R0AXFDQIQ3XDFTXOP74,37,True
668,"[12304, 24343, 26676]","[u'right', u'right', u'down']","[6451, 8848, 10125]","[u'12', u'13', u'11']",0.0,"[8, 0, 1]",1.6,45.0,"[1, 2, 6, 11]","[12304, 383, 1005]",27.2,1026529,2.0,8.0,graph,AYIFHDQSXQJ6B,3LUY3GC63Z0R0AXFDQIQ3XDFTXOP74,37,True
678,"[11110, 22725, 23564]","[u'right', u'right', u'up']",[7092],[u'12'],0.0,"[8, 0, 1]",1.6,45.0,"[1, 2, 6, 10]","[11110, 2356, 58]",6.4,539918,0.0,1.0,graph,AZGBKAM5JUV5A,34YB12FSQYO480B3EDUSS6WDNVWMG8,38,True
679,"[5644, 15396, 21044]","[u'left', u'left', u'down']","[1906, 18778]","[u'4', u'14']",0.0,"[8, 0, 1]",1.6,45.0,"[1, 4, 8, 15]","[5644, 509, 4853]",4.8,617363,2.0,2.0,graph,AZGBKAM5JUV5A,34YB12FSQYO480B3EDUSS6WDNVWMG8,38,True
680,"[2458, 20082, 23938]","[u'down', u'down', u'left']",[22023],[u'17'],0.0,"[8, 0, 1]",1.6,45.0,"[1, 5, 9, 16]","[2458, 8646, 3050]",4.4,686599,3.0,3.0,graph,AZGBKAM5JUV5A,34YB12FSQYO480B3EDUSS6WDNVWMG8,38,True
681,"[7684, 18899, 19663]","[u'down', u'down', u'left']","[4346, 5586, 6442]","[u'5', u'17', u'16']",0.0,"[8, 0, 1]",1.6,45.0,"[1, 5, 9, 16]","[7684, 1560, 2]",41.2,744104,1.0,4.0,graph,AZGBKAM5JUV5A,34YB12FSQYO480B3EDUSS6WDNVWMG8,38,True
682,"[4155, 17531, 18287]","[u'left', u'left', u'up']","[1208, 2193, 2585]","[u'4', u'15', u'14']",0.0,"[8, 0, 1]",1.6,45.0,"[1, 4, 8, 14]","[4155, 3711, 1]",29.2,803088,5.0,5.0,graph,AZGBKAM5JUV5A,34YB12FSQYO480B3EDUSS6WDNVWMG8,38,True
683,"[4079, 15727, 17830]","[u'down', u'down', u'left']","[1029, 1981, 2605, 16989]","[u'3', u'13', u'12', u'17']",0.0,"[8, 0, 1]",1.6,45.0,"[1, 5, 9, 16]","[4079, 1971, 1290]",-8.4,858776,7.0,6.0,graph,AZGBKAM5JUV5A,34YB12FSQYO480B3EDUSS6WDNVWMG8,38,True
684,"[2725, 14556, 15303]","[u'right', u'right', u'up']","[914, 1475, 1907]","[u'2', u'10', u'11']",0.0,"[8, 0, 1]",1.6,45.0,"[1, 2, 6, 10]","[2725, 2091, 1]",17.2,916766,4.0,7.0,graph,AZGBKAM5JUV5A,34YB12FSQYO480B3EDUSS6WDNVWMG8,38,True
685,"[2869, 15638, 16492]","[u'up', u'up', u'left']","[843, 1380]","[u'12', u'13']",0.0,"[8, 0, 1]",1.6,45.0,"[1, 3, 7, 12]","[2869, 3357, 91]",33.8,1058806,6.0,8.0,graph,AZGBKAM5JUV5A,34YB12FSQYO480B3EDUSS6WDNVWMG8,38,True
