,correct,questions,responses,rt,time_elapsed,trial_type,worker_id,assignment_id,pid
341,"[False, True, True, True, True]","[""How many flights are taken per round?"",""True or false: The hidden values will change each time I start a new round."",""How much does it cost to observe each hidden value?"",""How many hidden values am I allowed to observe in each round?"",""Which statement is TRUE?""]","[""4"",""True"",""$0.05"",""As many or as few as I wish"",""My earning for each round is equal to the <i>sum</i> of the values of all locations I visit (minus the cost of making observations), and I will be paid the earnings from one of the 20 rounds.""]",39215,783370,survey-multi-choice,A2XNO2KWLLGW6Z,39KFRKBFINVSUUHFLZVBRASLKKCOYF,12
343,"[True, True, True, True, False]","[""How many flights are taken per round?"",""True or false: The hidden values will change each time I start a new round."",""How much does it cost to observe each hidden value?"",""How many hidden values am I allowed to observe in each round?"",""Which statement is TRUE?""]","[""3"",""True"",""$0.05"",""As many or as few as I wish"",""My earning for each round is equal to the value of one of the locations I vist (minus the cost of making observations), and I will actually be paid the earnings from one of the 20 rounds.""]",12273,802261,survey-multi-choice,A2XNO2KWLLGW6Z,39KFRKBFINVSUUHFLZVBRASLKKCOYF,12
345,"[False, True, True, True, False]","[""How many flights are taken per round?"",""True or false: The hidden values will change each time I start a new round."",""How much does it cost to observe each hidden value?"",""How many hidden values am I allowed to observe in each round?"",""Which statement is TRUE?""]","[""1"",""True"",""$0.05"",""As many or as few as I wish"",""My earning for each round is equal to the value of one of the locations I vist (minus the cost of making observations), and I will actually be paid the earnings from one of the 20 rounds.""]",16819,825211,survey-multi-choice,A2XNO2KWLLGW6Z,39KFRKBFINVSUUHFLZVBRASLKKCOYF,12
347,"[False, True, True, True, False]","[""How many flights are taken per round?"",""True or false: The hidden values will change each time I start a new round."",""How much does it cost to observe each hidden value?"",""How many hidden values am I allowed to observe in each round?"",""Which statement is TRUE?""]","[""2"",""True"",""$0.05"",""As many or as few as I wish"",""My earning for each round is equal to the value of one of the locations I vist (minus the cost of making observations), and I will actually be paid the earnings from one of the 20 rounds.""]",8037,847343,survey-multi-choice,A2XNO2KWLLGW6Z,39KFRKBFINVSUUHFLZVBRASLKKCOYF,12
349,"[False, True, True, True, True]","[""How many flights are taken per round?"",""True or false: The hidden values will change each time I start a new round."",""How much does it cost to observe each hidden value?"",""How many hidden values am I allowed to observe in each round?"",""Which statement is TRUE?""]","[""2"",""True"",""$0.05"",""As many or as few as I wish"",""My earning for each round is equal to the <i>sum</i> of the values of all locations I visit (minus the cost of making observations), and I will be paid the earnings from one of the 20 rounds.""]",13018,878603,survey-multi-choice,A2XNO2KWLLGW6Z,39KFRKBFINVSUUHFLZVBRASLKKCOYF,12
351,"[False, True, True, False, False]","[""How many flights are taken per round?"",""True or false: The hidden values will change each time I start a new round."",""How much does it cost to observe each hidden value?"",""How many hidden values am I allowed to observe in each round?"",""Which statement is TRUE?""]","[""1"",""True"",""$0.05"",""At most 15"",""My earning for each round is equal to the value of one of the locations I visit (minus the cost of making observations), but these earnings aren't real money.""]",9084,899701,survey-multi-choice,A2XNO2KWLLGW6Z,39KFRKBFINVSUUHFLZVBRASLKKCOYF,12
353,"[False, True, True, True, False]","[""How many flights are taken per round?"",""True or false: The hidden values will change each time I start a new round."",""How much does it cost to observe each hidden value?"",""How many hidden values am I allowed to observe in each round?"",""Which statement is TRUE?""]","[""4"",""True"",""$0.05"",""As many or as few as I wish"",""My earning for each round is equal to the value of one of the locations I visit (minus the cost of making observations), but these earnings aren't real money.""]",66146,975441,survey-multi-choice,A2XNO2KWLLGW6Z,39KFRKBFINVSUUHFLZVBRASLKKCOYF,12
355,"[False, True, True, True, False]","[""How many flights are taken per round?"",""True or false: The hidden values will change each time I start a new round."",""How much does it cost to observe each hidden value?"",""How many hidden values am I allowed to observe in each round?"",""Which statement is TRUE?""]","[""2"",""True"",""$0.05"",""As many or as few as I wish"",""My earning for each round is equal to the value of one of the locations I vist (minus the cost of making observations), and I will actually be paid the earnings from one of the 20 rounds.""]",8220,990779,survey-multi-choice,A2XNO2KWLLGW6Z,39KFRKBFINVSUUHFLZVBRASLKKCOYF,12
357,"[False, True, True, True, False]","[""How many flights are taken per round?"",""True or false: The hidden values will change each time I start a new round."",""How much does it cost to observe each hidden value?"",""How many hidden values am I allowed to observe in each round?"",""Which statement is TRUE?""]","[""4"",""True"",""$0.05"",""As many or as few as I wish"",""My earning for each round is equal to the <i>sum</i> of the values of all locations I visit (minus the cost of making observations), but these earnings aren't real money.""]",25181,1032552,survey-multi-choice,A2XNO2KWLLGW6Z,39KFRKBFINVSUUHFLZVBRASLKKCOYF,12
359,"[True, True, True, True, True]","[""How many flights are taken per round?"",""True or false: The hidden values will change each time I start a new round."",""How much does it cost to observe each hidden value?"",""How many hidden values am I allowed to observe in each round?"",""Which statement is TRUE?""]","[""3"",""True"",""$0.05"",""As many or as few as I wish"",""My earning for each round is equal to the <i>sum</i> of the values of all locations I visit (minus the cost of making observations), and I will be paid the earnings from one of the 20 rounds.""]",33911,1071880,survey-multi-choice,A2XNO2KWLLGW6Z,39KFRKBFINVSUUHFLZVBRASLKKCOYF,12
382,"[False, True, True, True, True]","[""How many flights are taken per round?"",""True or false: The hidden values will change each time I start a new round."",""How much does it cost to observe each hidden value?"",""How many hidden values am I allowed to observe in each round?"",""Which statement is TRUE?""]","[""1"",""True"",""$0.05"",""As many or as few as I wish"",""My earning for each round is equal to the <i>sum</i> of the values of all locations I visit (minus the cost of making observations), and I will be paid the earnings from one of the 20 rounds.""]",48746,145363,survey-multi-choice,A32QJF67JMJFKX,326O153BMIY3KS9ZVP519DO6YU0EDT,13
384,"[False, True, True, True, True]","[""How many flights are taken per round?"",""True or false: The hidden values will change each time I start a new round."",""How much does it cost to observe each hidden value?"",""How many hidden values am I allowed to observe in each round?"",""Which statement is TRUE?""]","[""4"",""True"",""$0.05"",""As many or as few as I wish"",""My earning for each round is equal to the <i>sum</i> of the values of all locations I visit (minus the cost of making observations), and I will be paid the earnings from one of the 20 rounds.""]",49025,257313,survey-multi-choice,A32QJF67JMJFKX,326O153BMIY3KS9ZVP519DO6YU0EDT,13
386,"[True, True, True, True, True]","[""How many flights are taken per round?"",""True or false: The hidden values will change each time I start a new round."",""How much does it cost to observe each hidden value?"",""How many hidden values am I allowed to observe in each round?"",""Which statement is TRUE?""]","[""3"",""True"",""$0.05"",""As many or as few as I wish"",""My earning for each round is equal to the <i>sum</i> of the values of all locations I visit (minus the cost of making observations), and I will be paid the earnings from one of the 20 rounds.""]",16890,323954,survey-multi-choice,A32QJF67JMJFKX,326O153BMIY3KS9ZVP519DO6YU0EDT,13
409,"[False, True, True, True, False]","[""How many flights are taken per round?"",""True or false: The hidden values will change each time I start a new round."",""How much does it cost to observe each hidden value?"",""How many hidden values am I allowed to observe in each round?"",""Which statement is TRUE?""]","[""2"",""True"",""$0.05"",""As many or as few as I wish"",""My earning for each round is equal to the <i>sum</i> of the values of all locations I visit (minus the cost of making observations), but these earnings aren't real money.""]",42761,200849,survey-multi-choice,A3AO2N7BNFDGF3,3NGI5ARFTT5DPOIDOA1H2NM1N4ZP1Z,14
411,"[False, True, True, True, False]","[""How many flights are taken per round?"",""True or false: The hidden values will change each time I start a new round."",""How much does it cost to observe each hidden value?"",""How many hidden values am I allowed to observe in each round?"",""Which statement is TRUE?""]","[""2"",""True"",""$0.05"",""As many or as few as I wish"",""My earning for each round is equal to the value of one of the locations I visit (minus the cost of making observations), but these earnings aren't real money.""]",31140,254007,survey-multi-choice,A3AO2N7BNFDGF3,3NGI5ARFTT5DPOIDOA1H2NM1N4ZP1Z,14
413,"[False, True, True, True, True]","[""How many flights are taken per round?"",""True or false: The hidden values will change each time I start a new round."",""How much does it cost to observe each hidden value?"",""How many hidden values am I allowed to observe in each round?"",""Which statement is TRUE?""]","[""2"",""True"",""$0.05"",""As many or as few as I wish"",""My earning for each round is equal to the <i>sum</i> of the values of all locations I visit (minus the cost of making observations), and I will be paid the earnings from one of the 20 rounds.""]",44468,336422,survey-multi-choice,A3AO2N7BNFDGF3,3NGI5ARFTT5DPOIDOA1H2NM1N4ZP1Z,14
415,"[False, True, True, True, False]","[""How many flights are taken per round?"",""True or false: The hidden values will change each time I start a new round."",""How much does it cost to observe each hidden value?"",""How many hidden values am I allowed to observe in each round?"",""Which statement is TRUE?""]","[""2"",""True"",""$0.05"",""As many or as few as I wish"",""My earning for each round is equal to the value of one of the locations I vist (minus the cost of making observations), and I will actually be paid the earnings from one of the 20 rounds.""]",8177,352741,survey-multi-choice,A3AO2N7BNFDGF3,3NGI5ARFTT5DPOIDOA1H2NM1N4ZP1Z,14
417,"[False, True, True, True, True]","[""How many flights are taken per round?"",""True or false: The hidden values will change each time I start a new round."",""How much does it cost to observe each hidden value?"",""How many hidden values am I allowed to observe in each round?"",""Which statement is TRUE?""]","[""4"",""True"",""$0.05"",""As many or as few as I wish"",""My earning for each round is equal to the <i>sum</i> of the values of all locations I visit (minus the cost of making observations), and I will be paid the earnings from one of the 20 rounds.""]",28645,399928,survey-multi-choice,A3AO2N7BNFDGF3,3NGI5ARFTT5DPOIDOA1H2NM1N4ZP1Z,14
419,"[False, True, True, False, True]","[""How many flights are taken per round?"",""True or false: The hidden values will change each time I start a new round."",""How much does it cost to observe each hidden value?"",""How many hidden values am I allowed to observe in each round?"",""Which statement is TRUE?""]","[""2"",""True"",""$0.05"",""At most 15"",""My earning for each round is equal to the <i>sum</i> of the values of all locations I visit (minus the cost of making observations), and I will be paid the earnings from one of the 20 rounds.""]",32981,457539,survey-multi-choice,A3AO2N7BNFDGF3,3NGI5ARFTT5DPOIDOA1H2NM1N4ZP1Z,14
421,"[True, True, True, True, True]","[""How many flights are taken per round?"",""True or false: The hidden values will change each time I start a new round."",""How much does it cost to observe each hidden value?"",""How many hidden values am I allowed to observe in each round?"",""Which statement is TRUE?""]","[""3"",""True"",""$0.05"",""As many or as few as I wish"",""My earning for each round is equal to the <i>sum</i> of the values of all locations I visit (minus the cost of making observations), and I will be paid the earnings from one of the 20 rounds.""]",9158,502633,survey-multi-choice,A3AO2N7BNFDGF3,3NGI5ARFTT5DPOIDOA1H2NM1N4ZP1Z,14
444,"[False, True, True, True, False]","[""How many flights are taken per round?"",""True or false: The hidden values will change each time I start a new round."",""How much does it cost to observe each hidden value?"",""How many hidden values am I allowed to observe in each round?"",""Which statement is TRUE?""]","[""4"",""True"",""$0.05"",""As many or as few as I wish"",""My earning for each round is equal to the value of one of the locations I vist (minus the cost of making observations), and I will actually be paid the earnings from one of the 20 rounds.""]",21287,101495,survey-multi-choice,A3G00Q5JV2BE5G,3CCZ6YKWR7JRLJ3P887WJNZ3UGM592,15
446,"[False, True, True, True, True]","[""How many flights are taken per round?"",""True or false: The hidden values will change each time I start a new round."",""How much does it cost to observe each hidden value?"",""How many hidden values am I allowed to observe in each round?"",""Which statement is TRUE?""]","[""4"",""True"",""$0.05"",""As many or as few as I wish"",""My earning for each round is equal to the <i>sum</i> of the values of all locations I visit (minus the cost of making observations), and I will be paid the earnings from one of the 20 rounds.""]",20695,130811,survey-multi-choice,A3G00Q5JV2BE5G,3CCZ6YKWR7JRLJ3P887WJNZ3UGM592,15
448,"[True, True, True, True, True]","[""How many flights are taken per round?"",""True or false: The hidden values will change each time I start a new round."",""How much does it cost to observe each hidden value?"",""How many hidden values am I allowed to observe in each round?"",""Which statement is TRUE?""]","[""3"",""True"",""$0.05"",""As many or as few as I wish"",""My earning for each round is equal to the <i>sum</i> of the values of all locations I visit (minus the cost of making observations), and I will be paid the earnings from one of the 20 rounds.""]",12891,172674,survey-multi-choice,A3G00Q5JV2BE5G,3CCZ6YKWR7JRLJ3P887WJNZ3UGM592,15
471,"[True, True, True, True, False]","[""How many flights are taken per round?"",""True or false: The hidden values will change each time I start a new round."",""How much does it cost to observe each hidden value?"",""How many hidden values am I allowed to observe in each round?"",""Which statement is TRUE?""]","[""3"",""True"",""$0.05"",""As many or as few as I wish"",""My earning for each round is equal to the value of one of the locations I vist (minus the cost of making observations), and I will actually be paid the earnings from one of the 20 rounds.""]",92244,146238,survey-multi-choice,A3GPTSDDHJ2DBV,3HUTX6F6VUN2T9O8SEOGI6RG55H2OC,16
473,"[False, True, True, True, False]","[""How many flights are taken per round?"",""True or false: The hidden values will change each time I start a new round."",""How much does it cost to observe each hidden value?"",""How many hidden values am I allowed to observe in each round?"",""Which statement is TRUE?""]","[""2"",""True"",""$0.05"",""As many or as few as I wish"",""My earning for each round is equal to the value of one of the locations I vist (minus the cost of making observations), and I will actually be paid the earnings from one of the 20 rounds.""]",10536,191411,survey-multi-choice,A3GPTSDDHJ2DBV,3HUTX6F6VUN2T9O8SEOGI6RG55H2OC,16
475,"[False, True, True, True, True]","[""How many flights are taken per round?"",""True or false: The hidden values will change each time I start a new round."",""How much does it cost to observe each hidden value?"",""How many hidden values am I allowed to observe in each round?"",""Which statement is TRUE?""]","[""2"",""True"",""$0.05"",""As many or as few as I wish"",""My earning for each round is equal to the <i>sum</i> of the values of all locations I visit (minus the cost of making observations), and I will be paid the earnings from one of the 20 rounds.""]",8486,259702,survey-multi-choice,A3GPTSDDHJ2DBV,3HUTX6F6VUN2T9O8SEOGI6RG55H2OC,16
477,"[True, True, True, True, True]","[""How many flights are taken per round?"",""True or false: The hidden values will change each time I start a new round."",""How much does it cost to observe each hidden value?"",""How many hidden values am I allowed to observe in each round?"",""Which statement is TRUE?""]","[""3"",""True"",""$0.05"",""As many or as few as I wish"",""My earning for each round is equal to the <i>sum</i> of the values of all locations I visit (minus the cost of making observations), and I will be paid the earnings from one of the 20 rounds.""]",8627,273303,survey-multi-choice,A3GPTSDDHJ2DBV,3HUTX6F6VUN2T9O8SEOGI6RG55H2OC,16
500,"[True, True, True, True, True]","[""How many flights are taken per round?"",""True or false: The hidden values will change each time I start a new round."",""How much does it cost to observe each hidden value?"",""How many hidden values am I allowed to observe in each round?"",""Which statement is TRUE?""]","[""3"",""True"",""$0.05"",""As many or as few as I wish"",""My earning for each round is equal to the <i>sum</i> of the values of all locations I visit (minus the cost of making observations), and I will be paid the earnings from one of the 20 rounds.""]",66212,190388,survey-multi-choice,A3KX8PBHVFQZ3U,3QAPZX2QN4DHQSWPQTM5S5VY71V02C,17
523,"[False, True, True, True, True]","[""How many flights are taken per round?"",""True or false: The hidden values will change each time I start a new round."",""How much does it cost to observe each hidden value?"",""How many hidden values am I allowed to observe in each round?"",""Which statement is TRUE?""]","[""1"",""True"",""$0.05"",""As many or as few as I wish"",""My earning for each round is equal to the <i>sum</i> of the values of all locations I visit (minus the cost of making observations), and I will be paid the earnings from one of the 20 rounds.""]",148184,194690,survey-multi-choice,A4J4GGMKJ68L0,34HJIJKLP5W7M7CSX4TI6DIMLB44V4,18
525,"[False, True, True, True, True]","[""How many flights are taken per round?"",""True or false: The hidden values will change each time I start a new round."",""How much does it cost to observe each hidden value?"",""How many hidden values am I allowed to observe in each round?"",""Which statement is TRUE?""]","[""2"",""True"",""$0.05"",""As many or as few as I wish"",""My earning for each round is equal to the <i>sum</i> of the values of all locations I visit (minus the cost of making observations), and I will be paid the earnings from one of the 20 rounds.""]",21391,223234,survey-multi-choice,A4J4GGMKJ68L0,34HJIJKLP5W7M7CSX4TI6DIMLB44V4,18
527,"[False, True, True, True, False]","[""How many flights are taken per round?"",""True or false: The hidden values will change each time I start a new round."",""How much does it cost to observe each hidden value?"",""How many hidden values am I allowed to observe in each round?"",""Which statement is TRUE?""]","[""1"",""True"",""$0.05"",""As many or as few as I wish"",""My earning for each round is equal to the value of one of the locations I vist (minus the cost of making observations), and I will actually be paid the earnings from one of the 20 rounds.""]",66031,302473,survey-multi-choice,A4J4GGMKJ68L0,34HJIJKLP5W7M7CSX4TI6DIMLB44V4,18
529,"[False, True, True, True, True]","[""How many flights are taken per round?"",""True or false: The hidden values will change each time I start a new round."",""How much does it cost to observe each hidden value?"",""How many hidden values am I allowed to observe in each round?"",""Which statement is TRUE?""]","[""1"",""True"",""$0.05"",""As many or as few as I wish"",""My earning for each round is equal to the <i>sum</i> of the values of all locations I visit (minus the cost of making observations), and I will be paid the earnings from one of the 20 rounds.""]",12710,321978,survey-multi-choice,A4J4GGMKJ68L0,34HJIJKLP5W7M7CSX4TI6DIMLB44V4,18
531,"[True, True, True, True, False]","[""How many flights are taken per round?"",""True or false: The hidden values will change each time I start a new round."",""How much does it cost to observe each hidden value?"",""How many hidden values am I allowed to observe in each round?"",""Which statement is TRUE?""]","[""3"",""True"",""$0.05"",""As many or as few as I wish"",""My earning for each round is equal to the <i>sum</i> of the values of all locations I visit (minus the cost of making observations), but these earnings aren't real money.""]",75826,402394,survey-multi-choice,A4J4GGMKJ68L0,34HJIJKLP5W7M7CSX4TI6DIMLB44V4,18
533,"[False, True, True, True, True]","[""How many flights are taken per round?"",""True or false: The hidden values will change each time I start a new round."",""How much does it cost to observe each hidden value?"",""How many hidden values am I allowed to observe in each round?"",""Which statement is TRUE?""]","[""2"",""True"",""$0.05"",""As many or as few as I wish"",""My earning for each round is equal to the <i>sum</i> of the values of all locations I visit (minus the cost of making observations), and I will be paid the earnings from one of the 20 rounds.""]",23049,436505,survey-multi-choice,A4J4GGMKJ68L0,34HJIJKLP5W7M7CSX4TI6DIMLB44V4,18
535,"[True, True, True, True, True]","[""How many flights are taken per round?"",""True or false: The hidden values will change each time I start a new round."",""How much does it cost to observe each hidden value?"",""How many hidden values am I allowed to observe in each round?"",""Which statement is TRUE?""]","[""3"",""True"",""$0.05"",""As many or as few as I wish"",""My earning for each round is equal to the <i>sum</i> of the values of all locations I visit (minus the cost of making observations), and I will be paid the earnings from one of the 20 rounds.""]",385565,996406,survey-multi-choice,A4J4GGMKJ68L0,34HJIJKLP5W7M7CSX4TI6DIMLB44V4,18
558,"[True, True, True, True, True]","[""How many flights are taken per round?"",""True or false: The hidden values will change each time I start a new round."",""How much does it cost to observe each hidden value?"",""How many hidden values am I allowed to observe in each round?"",""Which statement is TRUE?""]","[""3"",""True"",""$0.05"",""As many or as few as I wish"",""My earning for each round is equal to the <i>sum</i> of the values of all locations I visit (minus the cost of making observations), and I will be paid the earnings from one of the 20 rounds.""]",29771,239193,survey-multi-choice,ACNPJ7WXOGX5M,3W8CV64QJ2Z31CNK9A858K2TZPD9HN,19
581,"[False, True, True, True, True]","[""How many flights are taken per round?"",""True or false: The hidden values will change each time I start a new round."",""How much does it cost to observe each hidden value?"",""How many hidden values am I allowed to observe in each round?"",""Which statement is TRUE?""]","[""1"",""True"",""$0.05"",""As many or as few as I wish"",""My earning for each round is equal to the <i>sum</i> of the values of all locations I visit (minus the cost of making observations), and I will be paid the earnings from one of the 20 rounds.""]",27126,109194,survey-multi-choice,AD7CUW86FWEKT,3OJSZ2ATDSWN70FWTB9C5R8XZQY57Q,20
583,"[False, True, True, True, False]","[""How many flights are taken per round?"",""True or false: The hidden values will change each time I start a new round."",""How much does it cost to observe each hidden value?"",""How many hidden values am I allowed to observe in each round?"",""Which statement is TRUE?""]","[""1"",""True"",""$0.05"",""As many or as few as I wish"",""My earning for each round is equal to the value of one of the locations I vist (minus the cost of making observations), and I will actually be paid the earnings from one of the 20 rounds.""]",26034,175652,survey-multi-choice,AD7CUW86FWEKT,3OJSZ2ATDSWN70FWTB9C5R8XZQY57Q,20
585,"[False, True, True, True, True]","[""How many flights are taken per round?"",""True or false: The hidden values will change each time I start a new round."",""How much does it cost to observe each hidden value?"",""How many hidden values am I allowed to observe in each round?"",""Which statement is TRUE?""]","[""2"",""True"",""$0.05"",""As many or as few as I wish"",""My earning for each round is equal to the <i>sum</i> of the values of all locations I visit (minus the cost of making observations), and I will be paid the earnings from one of the 20 rounds.""]",11133,202872,survey-multi-choice,AD7CUW86FWEKT,3OJSZ2ATDSWN70FWTB9C5R8XZQY57Q,20
587,"[False, True, True, False, True]","[""How many flights are taken per round?"",""True or false: The hidden values will change each time I start a new round."",""How much does it cost to observe each hidden value?"",""How many hidden values am I allowed to observe in each round?"",""Which statement is TRUE?""]","[""2"",""True"",""$0.05"",""At most 15"",""My earning for each round is equal to the <i>sum</i> of the values of all locations I visit (minus the cost of making observations), and I will be paid the earnings from one of the 20 rounds.""]",20883,256486,survey-multi-choice,AD7CUW86FWEKT,3OJSZ2ATDSWN70FWTB9C5R8XZQY57Q,20
589,"[True, True, True, True, True]","[""How many flights are taken per round?"",""True or false: The hidden values will change each time I start a new round."",""How much does it cost to observe each hidden value?"",""How many hidden values am I allowed to observe in each round?"",""Which statement is TRUE?""]","[""3"",""True"",""$0.05"",""As many or as few as I wish"",""My earning for each round is equal to the <i>sum</i> of the values of all locations I visit (minus the cost of making observations), and I will be paid the earnings from one of the 20 rounds.""]",9491,300966,survey-multi-choice,AD7CUW86FWEKT,3OJSZ2ATDSWN70FWTB9C5R8XZQY57Q,20
612,"[False, True, True, True, True]","[""How many flights are taken per round?"",""True or false: The hidden values will change each time I start a new round."",""How much does it cost to observe each hidden value?"",""How many hidden values am I allowed to observe in each round?"",""Which statement is TRUE?""]","[""1"",""True"",""$0.05"",""As many or as few as I wish"",""My earning for each round is equal to the <i>sum</i> of the values of all locations I visit (minus the cost of making observations), and I will be paid the earnings from one of the 20 rounds.""]",413939,819693,survey-multi-choice,AUI3R928P63B0,3Z4GS9HPNVA2U4TFH4O93BMTQWT777,21
614,"[False, True, True, True, True]","[""How many flights are taken per round?"",""True or false: The hidden values will change each time I start a new round."",""How much does it cost to observe each hidden value?"",""How many hidden values am I allowed to observe in each round?"",""Which statement is TRUE?""]","[""2"",""True"",""$0.05"",""As many or as few as I wish"",""My earning for each round is equal to the <i>sum</i> of the values of all locations I visit (minus the cost of making observations), and I will be paid the earnings from one of the 20 rounds.""]",347118,1373520,survey-multi-choice,AUI3R928P63B0,3Z4GS9HPNVA2U4TFH4O93BMTQWT777,21
616,"[False, True, True, True, False]","[""How many flights are taken per round?"",""True or false: The hidden values will change each time I start a new round."",""How much does it cost to observe each hidden value?"",""How many hidden values am I allowed to observe in each round?"",""Which statement is TRUE?""]","[""1"",""True"",""$0.05"",""As many or as few as I wish"",""My earning for each round is equal to the value of one of the locations I vist (minus the cost of making observations), and I will actually be paid the earnings from one of the 20 rounds.""]",102478,1893930,survey-multi-choice,AUI3R928P63B0,3Z4GS9HPNVA2U4TFH4O93BMTQWT777,21
618,"[True, True, True, True, True]","[""How many flights are taken per round?"",""True or false: The hidden values will change each time I start a new round."",""How much does it cost to observe each hidden value?"",""How many hidden values am I allowed to observe in each round?"",""Which statement is TRUE?""]","[""3"",""True"",""$0.05"",""As many or as few as I wish"",""My earning for each round is equal to the <i>sum</i> of the values of all locations I visit (minus the cost of making observations), and I will be paid the earnings from one of the 20 rounds.""]",50100,2046967,survey-multi-choice,AUI3R928P63B0,3Z4GS9HPNVA2U4TFH4O93BMTQWT777,21
